,city,cuisine
108801,Toronto,breakfast
108802,Mississauga,vietnames
108803,Phoenix,mexican
108805,Madison,italian
108826,Pittsburgh,italian
108835,Las Vegas,japanes
108838,Las Vegas,burger
108851,Mississauga,chines
108857,Henderson,mexican
108860,Pickering,burger
108864,Toronto,cafe
108869,Scottsdale,burger
108873,Bridgeville,mediterranean
108875,Halton Hills,vegan
108879,Mississauga,indian
108882,Gilbert,cafe
108886,Tolleson,japanes
108887,Charlotte,breakfast
108893,Phoenix,caribbean
108900,Montréal,breakfast
108904,Scottsdale,american
108905,Crafton,burger
108908,Las Vegas,italian
108915,Matthews,american
108922,Tempe,mexican
108931,Toronto,breakfast
108940,Madison,breakfast
108943,Mississauga,breakfast
108948,Las Vegas,american
108956,Parma,burger
108957,Pittsburgh,cafe
108985,Madison,italian
108999,Las Vegas,burger
109000,Vaughan,burger
109002,Cleveland,cafe
109022,Concord,burger
109024,Las Vegas,american
109028,Fitchburg,american
109031,Glendale,japanes
109032,Phoenix,american
109033,Las Vegas,american
109034,Toronto,chines
109037,Elyria,american
109042,Newmarket,breakfast
109045,Scarborough,american
109048,Toronto,cafe
109054,Charlotte,american
109059,Montréal,thai
109063,Mississauga,vegan
109064,Madison,breakfast
109070,Tempe,mexican
109074,Charlotte,american
109082,Las Vegas,american
109089,Las Vegas,mexican
109095,Toronto,cafe
109107,Fort Mill,american
109111,Toronto,cafe
109114,Las Vegas,italian
109116,Pittsburgh,italian
109125,Las Vegas,burger
109129,Toronto,japanes
109140,Richmond Hill,turkish
109141,Concord,cafe
109146,Scarborough,american
109148,Markham,american
109149,Phoenix,american
109150,Toronto,french
109153,East Liberty,italian
109159,Mississauga,vegetarian
109161,Toronto,australian
109162,Pittsburgh,breakfast
109175,Madison,mexican
109176,Calgary,italian
109177,Mississauga,turkish
109181,Phoenix,mexican
109183,Toronto,french
109187,Cornelius,burger
109189,Charlotte,american
109194,Las Vegas,italian
109198,Westlake,american
109203,Goodyear,american
109205,Pickering,indian
109207,Tempe,mexican
109209,Whitby,breakfast
109213,Mesa,barbequ
109214,Phoenix,american
109234,Las Vegas,italian
109235,Mississauga,mexican
109243,Toronto,french
109258,King,chines
109260,Toronto,cafe
109262,Toronto,italian
109264,Brossard,japanes
109273,Montréal,chines
109282,East York,thai
109286,Ajax,chines
109292,Mississauga,chines
109293,Phoenix,cafe
109297,Toronto,american
109304,Vaughan,japanes
109309,Cleveland,german
109314,Avon,breakfast
109316,Brampton,vietnames
109318,North Las Vegas,mexican
109325,Fort Mill,japanes
109326,Avondale,mexican
109333,Las Vegas,chines
109343,Pittsburgh,vegan
109347,Mesa,vietnames
109352,Goodyear,chines
109353,Toronto,cafe
109370,Glendale,cafe
109374,Montréal,barbequ
109383,Kannapolis,burger
109395,Cleveland,japanes
109407,Toronto,asian
109415,Medina Township,american
109434,Montréal,portugues
109439,Lakewood,mediterranean
109478,Solon,breakfast
109479,Calgary,mediterranean
109490,North York,chines
109513,Middleton,american
109519,Charlotte,italian
109525,Montréal,cafe
109527,Calgary,indian
109539,Henderson,italian
109541,Pittsburgh,american
109548,Charlotte,american
109551,Pheonix,american
109554,Calgary,american
109564,Scottsdale,mexican
109569,Toronto,burger
109571,Toronto,burger
109573,Avondale,burger
109582,Avondale,japanes
109583,Etobicoke,thai
109590,Charlotte,barbequ
109592,Longueuil,moroccan
109593,Lyndhurst,burger
109599,Scottsdale,italian
109603,Toronto,burger
109604,Montréal,cafe
109606,Henderson,mexican
109609,Pittsburgh,turkish
109611,Brunswick,burger
109612,Toronto,chines
109623,Toronto,thai
109625,Montréal,mediterranean
109631,Las Vegas,japanes
109633,Calgary,french
109636,Madison,chines
109637,Brunswick,burger
109649,Toronto,burger
109655,Toronto,british
109674,Henderson,mexican
109677,Brampton,italian
109690,Mesa,chines
109703,Newmarket,barbequ
109705,Toronto,chines
109707,Phoenix,mediterranean
109708,Dane,american
109715,Bainbridge Township,breakfast
109722,Calgary,american
109723,Las Vegas,mexican
109728,Las Vegas,burger
109731,Cleveland,american
109733,Calgary,asian
109736,Montréal,burger
109737,Etobicoke,mexican
109739,Las Vegas,mexican
109741,Toronto,french
109747,Richmond Hill,malaysian
109758,Brampton,american
109771,Toronto,italian
109774,Toronto,chines
109776,Calgary,breakfast
109785,Tempe,burger
109788,Tempe,mexican
109791,Champaign,american
109792,Richmond Hill,chines
109798,Wexford,burger
109799,Cleveland,american
109804,Toronto,korean
109806,Toronto,vegetarian
109813,Queen Creek,mexican
109814,Toronto,italian
109818,Cleveland,american
109821,Toronto,mediterranean
109831,Montréal,vietnames
109858,Toronto,japanes
109863,Dollard-des-Ormeaux,burger
109867,Brunswick,burger
109868,Pittsburgh,italian
109879,Phoenix,american
109880,Las Vegas,barbequ
109890,Scottsdale,breakfast
109894,Etobicoke,burger
109896,Phoenix,burger
109907,North Las Vegas,italian
109908,Toronto,cafe
109912,Saint-Jérôme,chines
109923,Phoenix,vegan
109924,Montréal,mexican
109926,Toronto,mediterranean
109927,Las Vegas,mexican
109950,Henderson,cafe
109952,Etobicoke,italian
109953,Las Vegas,american
109956,Toronto,thai
109959,Rock Hill,american
109960,Mississauga,japanes
109970,Madison,mexican
109977,Tolleson,chines
109985,Toronto,breakfast
109992,Calgary,french
109995,Glendale,barbequ
109997,Charlotte,american
110011,Calgary,chines
110024,Beachwood,british
110025,Pittsburgh,breakfast
110032,Mississauga,mediterranean
110047,Mississauga,asian
110052,Peoria,american
110054,Phoenix,cafe
110064,Toronto,vegan
110067,Calgary,american
110069,Calgary,cafe
110081,Calgary,mediterranean
110083,Toronto,italian
110084,Brampton,caribbean
110092,Charlotte,barbequ
110095,Phoenix,mexican
110117,Mesa,mexican
110120,Toronto,breakfast
110129,Las Vegas,cafe
110131,Las Vegas,breakfast
110133,Charlotte,american
110134,Saint-Hubert,japanes
110148,Calgary,asian
110154,Pittsburgh,mediterranean
110165,Toronto,thai
110169,Mesa,chines
110177,Pittsburgh,mediterranean
110197,Pittsburgh,breakfast
110203,Toronto,thai
110208,Phoenix,italian
110209,Las Vegas,chines
110213,Mississauga,vegan
110222,Finleyville,cafe
110223,Las Vegas,barbequ
110226,Mesa,breakfast
110227,Brossard,breakfast
110228,Chandler,burger
110239,Queen Creek,cafe
110252,Repentigny,italian
110264,Las Vegas,chines
110271,Las Vegas,barbequ
110273,Strongsville,japanes
110276,Tempe,mexican
110279,Calgary,thai
110282,Las Vegas,hawaiian
110295,Whitby,barbequ
110304,Stow,japanes
110311,Madison,cafe
110315,Bradford,burger
110318,Las Vegas,american
110321,Madison,vietnames
110328,Calgary,thai
110331,Montréal,breakfast
110345,Madison,cafe
110347,Cave Creek,american
110351,Phoenix,mexican
110353,Tempe,breakfast
110358,Phoenix,italian
110361,Indian Trail,american
110370,Oakville,chines
110379,Pittsburgh,american
110382,Mississauga,italian
110395,Las Vegas,burger
110397,Pittsburgh,breakfast
110398,Oakville,american
110404,Twinsburg,chines
110410,Las Vegas,italian
110412,Las Vegas,mexican
110416,Vaughan,mediterranean
110419,North York,cafe
110423,Lyndhurst,burger
110424,Madison,breakfast
110436,Las Vegas,mexican
110437,Charlotte,american
110440,Mississauga,chines
110441,Richmond Hill,chines
110443,North York,cafe
110444,Tempe,japanes
110445,Middleton,breakfast
110463,Las Vegas,breakfast
110465,Montréal,cafe
110466,Las Vegas,barbequ
110477,Calgary,american
110481,Newmarket,breakfast
110490,Phoenix,breakfast
110493,Calgary,chines
110494,Las Vegas,italian
110497,Strongsville,indian
110503,Phoenix,american
110504,Pittsburgh,italian
110510,Mississauga,mediterranean
110514,Peninsula,barbequ
110518,Canonsburg,cajuncreol
110519,Montréal,burger
110524,Madison,chines
110532,Las Vegas,italian
110536,Mesa,asian
110540,Madison,american
110547,Calgary,japanes
110548,Thornhill,african
110552,Champaign,burger
110554,Mississauga,chines
110561,Champaign,breakfast
110564,Seven Hills,breakfast
110568,Brampton,breakfast
110572,Mesa,mediterranean
110578,Thornhill,asian
110591,Allison Park,cafe
110599,Toronto,french
110602,Las Vegas,japanes
110613,Phoenix,mexican
110615,Toronto,mexican
110616,Calgary,mediterranean
110617,Phoenix,asian
110619,Las Vegas,thai
110622,Lakewood,mexican
110627,Tempe,american
110630,Tempe,cafe
110655,Toronto,vegan
110658,Las Vegas,mexican
110662,Calgary,french
110667,Dollard-Des-Ormeaux,burger
110669,Montréal,mexican
110686,Toronto,vegan
110687,Tallmadge,mexican
110697,Las Vegas,mexican
110702,Sainte-Thérèse-de-Blainville,burger
110710,Gilbert,american
110717,Las Vegas,american
110721,Kannapolis,american
110724,Las Vegas,cafe
110736,Whitby,indian
110742,Champaign,burger
110743,Cleveland,cafe
110761,Glendale,chines
110763,Pittsburgh,cafe
110773,Newmarket,thai
110775,Mesa,breakfast
110776,Champaign,breakfast
110780,Las Vegas,thai
110785,Berea,american
110797,Chandler,italian
110802,Gilbert,american
110811,Cleveland,italian
110814,Mentor,japanes
110819,South Euclid,breakfast
110822,Tempe,italian
110846,Calgary,italian
110849,Cleveland,american
110864,Vaughan,thai
110867,Pittsburgh,singaporean
110877,Madison,german
110878,Outremont,french
110881,Phoenix,asian
110886,North York,american
110895,Calgary,breakfast
110896,Chandler,american
110899,Las Vegas,italian
110907,Pittsburgh,italian
110914,Calgary,american
110926,Toronto,american
110927,Las Vegas,american
110929,Scottsdale,mexican
110930,Toronto,burger
110934,Montréal,indian
110939,Henderson,japanes
110942,Mississauga,indian
110952,Phoenix,burger
110953,Toronto,barbequ
110954,Madison,american
110958,Charlotte,burger
110959,Seven Hills,burger
110962,Gilbert,hawaiian
110964,Toronto,chines
110965,Madison,vegan
110970,Surprise,burger
110984,Phoenix,breakfast
110987,Richmond Hill,chines
110990,Belmont,italian
110991,Charlotte,breakfast
110994,Cleveland,mediterranean
110996,Brampton,chines
110997,Phoenix,chines
111000,Cross Plains,american
111003,Las Vegas,cafe
111011,Toronto,mediterranean
111017,Markham,cafe
111018,Urbana,barbequ
111025,Glendale,mexican
111036,Medina,american
111037,Toronto,american
111040,Mississauga,breakfast
111046,Pittsburgh,mexican
111048,Chandler,american
111058,North York,chines
111060,Pittsburgh,barbequ
111072,Las Vegas,italian
111075,Ajax,indian
111077,Mesa,mexican
111079,Mesa,italian
111080,Phoenix,italian
111081,Mesa,mexican
111092,Mesa,chines
111096,Las Vegas,vietnames
111104,North Las Vegas,cajuncreol
111115,Charlotte,cafe
111119,Chandler,american
111120,Toronto,cafe
111124,Parma Heights,vegetarian
111125,Vaughan,burger
111126,Calgary,american
111129,Las Vegas,mexican
111135,Chandler,brazilian
111150,Mesa,mexican
111156,Chandler,brazilian
111167,Sainte-Catherine,chines
111172,Pittsburgh,french
111176,Calgary,vietnames
111186,Las Vegas,breakfast
111187,Las Vegas,burger
111197,Mint Hill,american
111207,Toronto,breakfast
111230,Las Vegas,italian
111232,Markham,cafe
111242,Toronto,burger
111247,Gilbert,burger
111250,Charlotte,breakfast
111251,Pierrefonds,indian
111256,Las Vegas,american
111261,Richmond Hill,cafe
111263,Mesa,vegan
111281,Las Vegas,chines
111289,Phoenix,burger
111295,Phoenix,american
111296,Las Vegas,american
111297,Charlotte,mediterranean
111303,Gilbert,american
111305,Las Vegas,american
111306,Henderson,burger
111315,Sun Prairie,burger
111329,Vaughan,japanes
111341,Phoenix,breakfast
111342,Calgary,italian
111343,Scottsdale,italian
111345,Mississauga,breakfast
111352,Toronto,french
111359,Tempe,mexican
111360,Etobicoke,japanes
111369,Montréal,lebanes
111377,Montréal,breakfast
111381,Ajax,american
111383,Toronto,indian
111388,Scottsdale,breakfast
111389,Toronto,italian
111390,Montréal,cafe
111395,Charlotte,american
111398,Calgary,breakfast
111400,Toronto,breakfast
111401,Phoenix,mexican
111406,Charlotte,japanes
111409,Montréal,italian
111410,Mesa,american
111423,Pittsburgh,thai
111424,Tempe,mediterranean
111426,Peoria,vietnames
111427,Toronto,vegetarian
111433,Montréal,mexican
111434,Scottsdale,cafe
111452,Pittsburgh,thai
111459,Solon,barbequ
111461,Las Vegas,mediterranean
111467,Scottsdale,breakfast
111472,Calgary,burger
111476,Pittsburgh,breakfast
111488,Toronto,french
111498,Shaker Heights,japanes
111499,Pittsburgh,american
111502,Calgary,korean
111525,Toronto,indian
111530,Pittsburgh,burger
111534,Madison,italian
111536,Toronto,vegetarian
111540,Bolton,barbequ
111554,Las Vegas,mediterranean
111558,Montréal,italian
111562,Charlotte,chines
111570,Charlotte,caribbean
111571,Las Vegas,burger
111572,Las Vegas,cafe
111591,Phoenix,mexican
111596,Las Vegas,american
111601,Las Vegas,chines
111610,Toronto,chines
111615,North York,chines
111620,Toronto,cafe
111622,Toronto,chines
111624,Cleveland,american
111625,Toronto,chines
111629,Henderson,vegan
111634,Toronto,cafe
111636,Phoenix,japanes
111639,Toronto,italian
111646,Peoria,chines
111647,Toronto,breakfast
111655,Monroe,mexican
111662,Brampton,italian
111668,Cleveland,american
111672,Peoria,chines
111674,Montréal,turkish
111677,Fairview Park,vegan
111680,Charlotte,american
111682,Concord,italian
111696,Madison,asian
111697,Mint Hill,american
111700,Calgary,breakfast
111702,Las Vegas,italian
111706,Charlotte,cajuncreol
111707,Toronto,cafe
111712,Montréal,indian
111714,Phoenix,cafe
111722,North Olmsted,american
111728,Toronto,american
111731,Markham,french
111733,Phoenix,american
111735,Etobicoke,asian
111738,Rocky River,american
111742,Oakville,burger
111744,Toronto,french
111758,Toronto,japanes
111761,Pierrefonds,lebanes
111763,Laval,vietnames
111766,Phoenix,italian
111768,Charlotte,american
111772,Las Vegas,mexican
111781,Scottsdale,mexican
111791,Calgary,indian
111812,Calgary,american
111818,Phoenix,chines
111825,Markham,thai
111841,Calgary,cafe
111842,Toronto,breakfast
111847,Middleton,american
111851,Pittsburgh,american
111855,Etobicoke,german
111856,Airdrie,breakfast
111864,Las Vegas,thai
111887,Mississauga,asian
111890,Markham,asian
111892,Whitby,american
111896,Toronto,chines
111899,Las Vegas,mediterranean
111916,Calgary,indian
111919,Chandler,asian
111923,Calgary,breakfast
111924,Plum,vegetarian
111925,Montréal,russian
111926,Braddock,italian
111928,Las Vegas,italian
111930,Champaign,vegetarian
111931,Toronto,american
111934,Urbana,american
111943,Las Vegas,thai
111957,Las Vegas,american
111959,Willoughby,italian
111964,Las Vegas,american
111965,Las Vegas,burger
111966,Montréal,asian
111974,Richmond Hill,cafe
111990,Madison,mediterranean
111997,Cleveland,american
112002,Calgary,chines
112008,Mississauga,mediterranean
112014,Calgary,burger
112043,Pittsburgh,barbequ
112044,Whitby,burger
112048,Montréal,mediterranean
112049,Charlotte,asian
112053,Mesa,mexican
112056,Newmarket,caribbean
112062,Toronto,cafe
112066,Brampton,american
112068,Montréal,french
112073,Fairlawn,italian
112077,Phoenix,american
112083,Tempe,cafe
112100,Montréal,japanes
112114,Montréal,american
112121,Mentor,american
112125,Brampton,mexican
112129,Calgary,chines
112130,Montréal,indian
112138,Phoenix,american
112140,Toronto,chines
112143,Las Vegas,mexican
112154,Indian Trail,american
112158,Calgary,mexican
112161,Woodbridge,italian
112184,Montréal,cafe
112195,Vaughan,chines
112199,Toronto,breakfast
112200,Tempe,mexican
112204,Las Vegas,mexican
112205,Scottsdale,american
112210,Macedonia,mexican
112212,Bay Village,italian
112214,Phoenix,mediterranean
112219,Toronto,cafe
112231,Fairport Harbor,breakfast
112232,Las Vegas,american
112240,Mississauga,american
112248,Las Vegas,american
112251,Phoenix,chines
112258,Montréal,breakfast
112260,Mesa,burger
112271,Toronto,breakfast
112278,Las Vegas,burger
112283,Cleveland,vegetarian
112284,Maple,mediterranean
112285,Scottsdale,american
112302,Markham,japanes
112304,Rural Ridge,american
112305,Cleveland Heights,italian
112307,Brampton,american
112311,Henderson,chines
112315,Montréal,asian
112325,Champaign,breakfast
112326,Mississauga,indian
112327,Henderson,american
112329,Phoenix,italian
112330,Scarborough,chines
112333,Phoenix,american
112352,Tempe,burger
112354,Mississauga,cafe
112358,Charlotte,american
112361,Mentor,italian
112362,Longueuil,barbequ
112363,Markham,cafe
112364,Las Vegas,italian
112373,Phoenix,vegetarian
112376,Toronto,portugues
112382,Calgary,indian
112389,Calgary,breakfast
112390,Georgetown,burger
112391,Scottsdale,italian
112393,Chagrin Falls,american
112406,Rocky River,breakfast
112409,North Olmsted,american
112435,Tempe,asian
112436,Dollard-des-Ormeaux,cafe
112444,Cleveland,mediterranean
112447,Cave Creek,french
112455,Pittsburgh,american
112457,Pittsburgh,burger
112467,Glendale,burger
112469,Pittsburgh,burger
112472,Stouffville,burger
112474,North York,mediterranean
112480,Montréal,caribbean
112491,Las Vegas,mexican
112495,Medina,breakfast
112503,Las Vegas,vegetarian
112512,Phoenix,italian
112528,Las Vegas,chines
112529,Scottsdale,american
112530,Scottsdale,indian
112531,Markham,cafe
112534,Toronto,cafe
112536,Madison,mexican
112540,Huntersville,italian
112543,Waunakee,mexican
112545,Las Vegas,italian
112553,Litchfield Park,mexican
112558,Ajax,japanes
112568,West View,thai
112574,Toronto,vietnames
